# FONLL heavy quark hadroproduction cross section, calculated on Tue Dec 28 18:00:00 CET 2021
# FONLL version and perturbative order: ## FONLL v1.3.2 fonll [ds/dpt^2dy (pb/GeV^2)]
# quark = bottom
# final state = meson. NP params (cm,lm,hm) = 24.2, 26.7, 22.2
# BR(q->meson) = 1
# ebeam1 = 6500, ebeam2 = 6500
# PDF set = CTEQ6.6
# ptmin = 0.
# ptmax = 150.
# ymin  = -0.5
# ymax  = 0.5
# Uncertainties from scales, masses, PDFs combined quadratically
# cross section is ds/dpt (pb/GeV)
pt central min max min_sc max_sc min_mass max_mass min_pdf max_pdf fr=dot5dot5 fr=22 fr=21 fr=12 fr=1dot5 fr=dot51
127.0924 3.6273e+01 3.2519e+01 3.9933e+01 3.2915e+01 3.9526e+01 3.6031e+01 3.6512e+01 3.4612e+01 3.7934e+01 3.8879e+01 3.3522e+01 3.6959e+01 3.2915e+01 3.9526e+01 3.5572e+01
127.1424 3.6196e+01 3.2451e+01 3.9849e+01 3.2847e+01 3.9443e+01 3.5956e+01 3.6435e+01 3.4539e+01 3.7854e+01 3.8797e+01 3.3451e+01 3.6881e+01 3.2847e+01 3.9443e+01 3.5498e+01
127.1924 3.6120e+01 3.2383e+01 3.9765e+01 3.2778e+01 3.9359e+01 3.5880e+01 3.6359e+01 3.4467e+01 3.7774e+01 3.8715e+01 3.3381e+01 3.6803e+01 3.2778e+01 3.9359e+01 3.5424e+01
127.2424 3.6044e+01 3.2316e+01 3.9681e+01 3.2709e+01 3.9276e+01 3.5805e+01 3.6282e+01 3.4394e+01 3.7695e+01 3.8634e+01 3.3311e+01 3.6725e+01 3.2709e+01 3.9276e+01 3.5350e+01
127.2924 3.5969e+01 3.2248e+01 3.9597e+01 3.2641e+01 3.9193e+01 3.5730e+01 3.6206e+01 3.4322e+01 3.7616e+01 3.8553e+01 3.3241e+01 3.6648e+01 3.2641e+01 3.9193e+01 3.5276e+01
127.3424 3.5893e+01 3.2181e+01 3.9514e+01 3.2573e+01 3.9110e+01 3.5655e+01 3.6130e+01 3.4250e+01 3.7537e+01 3.8471e+01 3.3171e+01 3.6571e+01 3.2573e+01 3.9110e+01 3.5202e+01
127.3925 3.5818e+01 3.2114e+01 3.9430e+01 3.2505e+01 3.9028e+01 3.5580e+01 3.6054e+01 3.4178e+01 3.7458e+01 3.8391e+01 3.3101e+01 3.6493e+01 3.2505e+01 3.9028e+01 3.5129e+01
127.4425 3.5743e+01 3.2047e+01 3.9347e+01 3.2437e+01 3.8946e+01 3.5505e+01 3.5979e+01 3.4107e+01 3.7379e+01 3.8310e+01 3.3032e+01 3.6417e+01 3.2437e+01 3.8946e+01 3.5056e+01
127.4925 3.5668e+01 3.1980e+01 3.9264e+01 3.2369e+01 3.8863e+01 3.5431e+01 3.5903e+01 3.4035e+01 3.7301e+01 3.8229e+01 3.2962e+01 3.6340e+01 3.2369e+01 3.8863e+01 3.4983e+01
127.5425 3.5593e+01 3.1913e+01 3.9181e+01 3.2302e+01 3.8782e+01 3.5357e+01 3.5828e+01 3.3964e+01 3.7222e+01 3.8149e+01 3.2893e+01 3.6263e+01 3.2302e+01 3.8782e+01 3.4910e+01
127.5925 3.5519e+01 3.1847e+01 3.9099e+01 3.2234e+01 3.8700e+01 3.5283e+01 3.5753e+01 3.3893e+01 3.7144e+01 3.8069e+01 3.2824e+01 3.6187e+01 3.2234e+01 3.8700e+01 3.4837e+01
127.6425 3.5444e+01 3.1780e+01 3.9017e+01 3.2167e+01 3.8618e+01 3.5209e+01 3.5678e+01 3.3822e+01 3.7067e+01 3.7989e+01 3.2755e+01 3.6111e+01 3.2167e+01 3.8618e+01 3.4764e+01
127.6926 3.5370e+01 3.1714e+01 3.8934e+01 3.2100e+01 3.8537e+01 3.5135e+01 3.5603e+01 3.3751e+01 3.6989e+01 3.7909e+01 3.2687e+01 3.6035e+01 3.2100e+01 3.8537e+01 3.4692e+01
127.7426 3.5296e+01 3.1648e+01 3.8853e+01 3.2033e+01 3.8456e+01 3.5062e+01 3.5529e+01 3.3681e+01 3.6911e+01 3.7830e+01 3.2618e+01 3.5959e+01 3.2033e+01 3.8456e+01 3.4620e+01
127.7926 3.5222e+01 3.1582e+01 3.8771e+01 3.1967e+01 3.8375e+01 3.4988e+01 3.5454e+01 3.3610e+01 3.6834e+01 3.7750e+01 3.2550e+01 3.5884e+01 3.1967e+01 3.8375e+01 3.4548e+01
127.8426 3.5148e+01 3.1516e+01 3.8689e+01 3.1900e+01 3.8294e+01 3.4915e+01 3.5380e+01 3.3540e+01 3.6757e+01 3.7671e+01 3.2482e+01 3.5808e+01 3.1900e+01 3.8294e+01 3.4476e+01
127.8926 3.5075e+01 3.1451e+01 3.8608e+01 3.1834e+01 3.8214e+01 3.4842e+01 3.5306e+01 3.3470e+01 3.6680e+01 3.7592e+01 3.2414e+01 3.5733e+01 3.1834e+01 3.8214e+01 3.4405e+01
127.9426 3.5002e+01 3.1385e+01 3.8527e+01 3.1768e+01 3.8133e+01 3.4769e+01 3.5232e+01 3.3400e+01 3.6603e+01 3.7514e+01 3.2346e+01 3.5658e+01 3.1768e+01 3.8133e+01 3.4333e+01
127.9927 3.4928e+01 3.1320e+01 3.8446e+01 3.1701e+01 3.8053e+01 3.4697e+01 3.5158e+01 3.3330e+01 3.6527e+01 3.7435e+01 3.2278e+01 3.5583e+01 3.1701e+01 3.8053e+01 3.4262e+01
128.0427 3.4855e+01 3.1255e+01 3.8365e+01 3.1636e+01 3.7973e+01 3.4624e+01 3.5085e+01 3.3261e+01 3.6450e+01 3.7357e+01 3.2211e+01 3.5508e+01 3.1636e+01 3.7973e+01 3.4191e+01
128.0927 3.4783e+01 3.1190e+01 3.8285e+01 3.1570e+01 3.7894e+01 3.4552e+01 3.5012e+01 3.3191e+01 3.6374e+01 3.7279e+01 3.2143e+01 3.5434e+01 3.1570e+01 3.7894e+01 3.4120e+01
128.1427 3.4710e+01 3.1125e+01 3.8204e+01 3.1504e+01 3.7814e+01 3.4480e+01 3.4939e+01 3.3122e+01 3.6298e+01 3.7200e+01 3.2076e+01 3.5359e+01 3.1504e+01 3.7814e+01 3.4049e+01
128.1927 3.4638e+01 3.1060e+01 3.8124e+01 3.1439e+01 3.7735e+01 3.4408e+01 3.4866e+01 3.3053e+01 3.6222e+01 3.7123e+01 3.2009e+01 3.5285e+01 3.1439e+01 3.7735e+01 3.3978e+01
128.2427 3.4565e+01 3.0996e+01 3.8044e+01 3.1374e+01 3.7656e+01 3.4336e+01 3.4793e+01 3.2984e+01 3.6147e+01 3.7045e+01 3.1942e+01 3.5211e+01 3.1374e+01 3.7656e+01 3.3908e+01
128.2928 3.4493e+01 3.0932e+01 3.7964e+01 3.1308e+01 3.7577e+01 3.4265e+01 3.4720e+01 3.2915e+01 3.6071e+01 3.6968e+01 3.1875e+01 3.5138e+01 3.1308e+01 3.7577e+01 3.3837e+01
128.3428 3.4421e+01 3.0867e+01 3.7885e+01 3.1244e+01 3.7498e+01 3.4193e+01 3.4648e+01 3.2847e+01 3.5996e+01 3.6890e+01 3.1809e+01 3.5064e+01 3.1244e+01 3.7498e+01 3.3767e+01
128.3928 3.4350e+01 3.0803e+01 3.7805e+01 3.1179e+01 3.7419e+01 3.4122e+01 3.4576e+01 3.2778e+01 3.5921e+01 3.6813e+01 3.1743e+01 3.4991e+01 3.1179e+01 3.7419e+01 3.3697e+01
128.4428 3.4278e+01 3.0740e+01 3.7726e+01 3.1114e+01 3.7341e+01 3.4051e+01 3.4504e+01 3.2710e+01 3.5846e+01 3.6736e+01 3.1676e+01 3.4917e+01 3.1114e+01 3.7341e+01 3.3628e+01
128.4928 3.4207e+01 3.0676e+01 3.7647e+01 3.1050e+01 3.7263e+01 3.3980e+01 3.4432e+01 3.2642e+01 3.5771e+01 3.6660e+01 3.1610e+01 3.4844e+01 3.1050e+01 3.7263e+01 3.3558e+01
128.5428 3.4135e+01 3.0612e+01 3.7569e+01 3.0985e+01 3.7185e+01 3.3909e+01 3.4360e+01 3.2574e+01 3.5697e+01 3.6583e+01 3.1544e+01 3.4772e+01 3.0985e+01 3.7185e+01 3.3489e+01
128.5929 3.4064e+01 3.0549e+01 3.7490e+01 3.0921e+01 3.7107e+01 3.3839e+01 3.4288e+01 3.2506e+01 3.5623e+01 3.6507e+01 3.1479e+01 3.4699e+01 3.0921e+01 3.7107e+01 3.3419e+01
128.6429 3.3993e+01 3.0486e+01 3.7412e+01 3.0857e+01 3.7029e+01 3.3769e+01 3.4217e+01 3.2439e+01 3.5548e+01 3.6431e+01 3.1413e+01 3.4626e+01 3.0857e+01 3.7029e+01 3.3350e+01
128.6929 3.3923e+01 3.0423e+01 3.7333e+01 3.0793e+01 3.6952e+01 3.3698e+01 3.4146e+01 3.2371e+01 3.5474e+01 3.6355e+01 3.1348e+01 3.4554e+01 3.0793e+01 3.6952e+01 3.3281e+01
128.7429 3.3852e+01 3.0360e+01 3.7255e+01 3.0730e+01 3.6874e+01 3.3628e+01 3.4075e+01 3.2304e+01 3.5401e+01 3.6279e+01 3.1282e+01 3.4482e+01 3.0730e+01 3.6874e+01 3.3213e+01
128.7929 3.3782e+01 3.0297e+01 3.7177e+01 3.0666e+01 3.6797e+01 3.3558e+01 3.4004e+01 3.2237e+01 3.5327e+01 3.6204e+01 3.1217e+01 3.4410e+01 3.0666e+01 3.6797e+01 3.3144e+01
128.8429 3.3712e+01 3.0234e+01 3.7100e+01 3.0602e+01 3.6721e+01 3.3489e+01 3.3933e+01 3.2170e+01 3.5254e+01 3.6128e+01 3.1152e+01 3.4338e+01 3.0602e+01 3.6721e+01 3.3075e+01
128.8930 3.3642e+01 3.0172e+01 3.7022e+01 3.0539e+01 3.6644e+01 3.3419e+01 3.3863e+01 3.2103e+01 3.5180e+01 3.6053e+01 3.1088e+01 3.4266e+01 3.0539e+01 3.6644e+01 3.3007e+01
128.9430 3.3572e+01 3.0109e+01 3.6945e+01 3.0476e+01 3.6567e+01 3.3350e+01 3.3792e+01 3.2037e+01 3.5107e+01 3.5978e+01 3.1023e+01 3.4195e+01 3.0476e+01 3.6567e+01 3.2939e+01
128.9930 3.3502e+01 3.0047e+01 3.6868e+01 3.0413e+01 3.6491e+01 3.3281e+01 3.3722e+01 3.1970e+01 3.5034e+01 3.5903e+01 3.0959e+01 3.4123e+01 3.0413e+01 3.6491e+01 3.2871e+01
129.0430 3.3433e+01 2.9985e+01 3.6791e+01 3.0350e+01 3.6415e+01 3.3212e+01 3.3652e+01 3.1904e+01 3.4962e+01 3.5829e+01 3.0894e+01 3.4052e+01 3.0350e+01 3.6415e+01 3.2803e+01
129.0930 3.3363e+01 2.9923e+01 3.6714e+01 3.0288e+01 3.6339e+01 3.3143e+01 3.3582e+01 3.1838e+01 3.4889e+01 3.5754e+01 3.0830e+01 3.3981e+01 3.0288e+01 3.6339e+01 3.2736e+01
129.1430 3.3294e+01 2.9862e+01 3.6638e+01 3.0225e+01 3.6263e+01 3.3074e+01 3.3513e+01 3.1772e+01 3.4816e+01 3.5680e+01 3.0766e+01 3.3911e+01 3.0225e+01 3.6263e+01 3.2668e+01
129.1931 3.3225e+01 2.9800e+01 3.6562e+01 3.0163e+01 3.6188e+01 3.3005e+01 3.3443e+01 3.1706e+01 3.4744e+01 3.5606e+01 3.0702e+01 3.3840e+01 3.0163e+01 3.6188e+01 3.2601e+01
129.2431 3.3156e+01 2.9738e+01 3.6485e+01 3.0101e+01 3.6112e+01 3.2937e+01 3.3374e+01 3.1641e+01 3.4672e+01 3.5532e+01 3.0639e+01 3.3770e+01 3.0101e+01 3.6112e+01 3.2534e+01
129.2931 3.3088e+01 2.9677e+01 3.6409e+01 3.0039e+01 3.6037e+01 3.2869e+01 3.3305e+01 3.1575e+01 3.4600e+01 3.5458e+01 3.0575e+01 3.3699e+01 3.0039e+01 3.6037e+01 3.2467e+01
129.3431 3.3019e+01 2.9616e+01 3.6334e+01 2.9977e+01 3.5962e+01 3.2801e+01 3.3236e+01 3.1510e+01 3.4529e+01 3.5385e+01 3.0512e+01 3.3629e+01 2.9977e+01 3.5962e+01 3.2400e+01
129.3931 3.2951e+01 2.9555e+01 3.6258e+01 2.9915e+01 3.5887e+01 3.2733e+01 3.3167e+01 3.1445e+01 3.4457e+01 3.5311e+01 3.0448e+01 3.3559e+01 2.9915e+01 3.5887e+01 3.2333e+01
129.4431 3.2883e+01 2.9494e+01 3.6183e+01 2.9853e+01 3.5812e+01 3.2665e+01 3.3098e+01 3.1380e+01 3.4386e+01 3.5238e+01 3.0385e+01 3.3489e+01 2.9853e+01 3.5812e+01 3.2267e+01
129.4932 3.2815e+01 2.9433e+01 3.6107e+01 2.9792e+01 3.5738e+01 3.2598e+01 3.3030e+01 3.1315e+01 3.4315e+01 3.5165e+01 3.0322e+01 3.3420e+01 2.9792e+01 3.5738e+01 3.2201e+01
129.5432 3.2747e+01 2.9373e+01 3.6032e+01 2.9731e+01 3.5664e+01 3.2531e+01 3.2962e+01 3.1250e+01 3.4244e+01 3.5092e+01 3.0259e+01 3.3350e+01 2.9731e+01 3.5664e+01 3.2134e+01
129.5932 3.2679e+01 2.9312e+01 3.5958e+01 2.9669e+01 3.5590e+01 3.2463e+01 3.2893e+01 3.1186e+01 3.4173e+01 3.5019e+01 3.0197e+01 3.3281e+01 2.9669e+01 3.5590e+01 3.2068e+01
129.6432 3.2611e+01 2.9252e+01 3.5883e+01 2.9608e+01 3.5516e+01 3.2396e+01 3.2825e+01 3.1121e+01 3.4102e+01 3.4947e+01 3.0134e+01 3.3212e+01 2.9608e+01 3.5516e+01 3.2002e+01
129.6932 3.2544e+01 2.9192e+01 3.5808e+01 2.9548e+01 3.5442e+01 3.2329e+01 3.2758e+01 3.1057e+01 3.4032e+01 3.4874e+01 3.0072e+01 3.3143e+01 2.9548e+01 3.5442e+01 3.1937e+01
129.7432 3.2477e+01 2.9132e+01 3.5734e+01 2.9487e+01 3.5368e+01 3.2263e+01 3.2690e+01 3.0993e+01 3.3961e+01 3.4802e+01 3.0010e+01 3.3074e+01 2.9487e+01 3.5368e+01 3.1871e+01
129.7933 3.2410e+01 2.9072e+01 3.5660e+01 2.9426e+01 3.5295e+01 3.2196e+01 3.2622e+01 3.0929e+01 3.3891e+01 3.4730e+01 2.9948e+01 3.3006e+01 2.9426e+01 3.5295e+01 3.1806e+01
129.8433 3.2343e+01 2.9012e+01 3.5586e+01 2.9366e+01 3.5222e+01 3.2130e+01 3.2555e+01 3.0865e+01 3.3821e+01 3.4658e+01 2.9886e+01 3.2937e+01 2.9366e+01 3.5222e+01 3.1741e+01
129.8933 3.2276e+01 2.8953e+01 3.5512e+01 2.9305e+01 3.5148e+01 3.2063e+01 3.2488e+01 3.0801e+01 3.3751e+01 3.4587e+01 2.9824e+01 3.2869e+01 2.9305e+01 3.5148e+01 3.1675e+01
129.9433 3.2210e+01 2.8893e+01 3.5439e+01 2.9245e+01 3.5076e+01 3.1997e+01 3.2421e+01 3.0738e+01 3.3682e+01 3.4515e+01 2.9763e+01 3.2801e+01 2.9245e+01 3.5076e+01 3.1611e+01
129.9933 3.2143e+01 2.8834e+01 3.5365e+01 2.9185e+01 3.5003e+01 3.1931e+01 3.2354e+01 3.0675e+01 3.3612e+01 3.4444e+01 2.9701e+01 3.2733e+01 2.9185e+01 3.5003e+01 3.1546e+01
130.0433 3.2077e+01 2.8775e+01 3.5292e+01 2.9125e+01 3.4930e+01 3.1866e+01 3.2287e+01 3.0611e+01 3.3543e+01 3.4373e+01 2.9640e+01 3.2665e+01 2.9125e+01 3.4930e+01 3.1481e+01
130.0934 3.2011e+01 2.8716e+01 3.5219e+01 2.9066e+01 3.4858e+01 3.1800e+01 3.2221e+01 3.0548e+01 3.3474e+01 3.4302e+01 2.9579e+01 3.2598e+01 2.9066e+01 3.4858e+01 3.1417e+01
130.1434 3.1945e+01 2.8657e+01 3.5146e+01 2.9006e+01 3.4786e+01 3.1734e+01 3.2154e+01 3.0486e+01 3.3405e+01 3.4231e+01 2.9518e+01 3.2530e+01 2.9006e+01 3.4786e+01 3.1352e+01
130.1934 3.1879e+01 2.8598e+01 3.5073e+01 2.8947e+01 3.4714e+01 3.1669e+01 3.2088e+01 3.0423e+01 3.3336e+01 3.4161e+01 2.9457e+01 3.2463e+01 2.8947e+01 3.4714e+01 3.1288e+01
130.2434 3.1814e+01 2.8540e+01 3.5000e+01 2.8887e+01 3.4642e+01 3.1604e+01 3.2022e+01 3.0360e+01 3.3267e+01 3.4090e+01 2.9396e+01 3.2396e+01 2.8887e+01 3.4642e+01 3.1224e+01
130.2934 3.1748e+01 2.8481e+01 3.4928e+01 2.8828e+01 3.4570e+01 3.1539e+01 3.1956e+01 3.0298e+01 3.3199e+01 3.4020e+01 2.9336e+01 3.2329e+01 2.8828e+01 3.4570e+01 3.1160e+01
130.3434 3.1683e+01 2.8423e+01 3.4856e+01 2.8769e+01 3.4499e+01 3.1474e+01 3.1890e+01 3.0236e+01 3.3130e+01 3.3950e+01 2.9275e+01 3.2262e+01 2.8769e+01 3.4499e+01 3.1097e+01
130.3935 3.1618e+01 2.8365e+01 3.4784e+01 2.8710e+01 3.4428e+01 3.1409e+01 3.1825e+01 3.0174e+01 3.3062e+01 3.3880e+01 2.9215e+01 3.2195e+01 2.8710e+01 3.4428e+01 3.1033e+01
130.4435 3.1553e+01 2.8307e+01 3.4712e+01 2.8652e+01 3.4356e+01 3.1345e+01 3.1759e+01 3.0111e+01 3.2994e+01 3.3810e+01 2.9155e+01 3.2129e+01 2.8652e+01 3.4356e+01 3.0970e+01
130.4935 3.1488e+01 2.8249e+01 3.4640e+01 2.8593e+01 3.4285e+01 3.1280e+01 3.1694e+01 3.0050e+01 3.2926e+01 3.3740e+01 2.9095e+01 3.2063e+01 2.8593e+01 3.4285e+01 3.0906e+01
130.5435 3.1423e+01 2.8191e+01 3.4569e+01 2.8535e+01 3.4215e+01 3.1216e+01 3.1629e+01 2.9988e+01 3.2859e+01 3.3671e+01 2.9035e+01 3.1996e+01 2.8535e+01 3.4215e+01 3.0843e+01
130.5935 3.1359e+01 2.8134e+01 3.4498e+01 2.8476e+01 3.4144e+01 3.1152e+01 3.1564e+01 2.9927e+01 3.2791e+01 3.3602e+01 2.8975e+01 3.1930e+01 2.8476e+01 3.4144e+01 3.0780e+01
130.6435 3.1294e+01 2.8076e+01 3.4426e+01 2.8418e+01 3.4074e+01 3.1088e+01 3.1499e+01 2.9865e+01 3.2724e+01 3.3533e+01 2.8916e+01 3.1865e+01 2.8418e+01 3.4074e+01 3.0718e+01
130.6936 3.1230e+01 2.8019e+01 3.4355e+01 2.8360e+01 3.4003e+01 3.1024e+01 3.1434e+01 2.9804e+01 3.2657e+01 3.3464e+01 2.8856e+01 3.1799e+01 2.8360e+01 3.4003e+01 3.0655e+01
130.7436 3.1166e+01 2.7961e+01 3.4284e+01 2.8302e+01 3.3933e+01 3.0961e+01 3.1370e+01 2.9743e+01 3.2590e+01 3.3395e+01 2.8797e+01 3.1733e+01 2.8302e+01 3.3933e+01 3.0592e+01
130.7936 3.1102e+01 2.7904e+01 3.4214e+01 2.8244e+01 3.3863e+01 3.0897e+01 3.1305e+01 2.9682e+01 3.2523e+01 3.3326e+01 2.8738e+01 3.1668e+01 2.8244e+01 3.3863e+01 3.0530e+01
130.8436 3.1038e+01 2.7847e+01 3.4143e+01 2.8187e+01 3.3793e+01 3.0834e+01 3.1241e+01 2.9621e+01 3.2456e+01 3.3258e+01 2.8679e+01 3.1603e+01 2.8187e+01 3.3793e+01 3.0468e+01
130.8936 3.0975e+01 2.7791e+01 3.4073e+01 2.8129e+01 3.3724e+01 3.0771e+01 3.1177e+01 2.9560e+01 3.2389e+01 3.3190e+01 2.8620e+01 3.1538e+01 2.8129e+01 3.3724e+01 3.0406e+01
130.9436 3.0911e+01 2.7734e+01 3.4003e+01 2.8072e+01 3.3654e+01 3.0708e+01 3.1113e+01 2.9500e+01 3.2323e+01 3.3121e+01 2.8561e+01 3.1473e+01 2.8072e+01 3.3654e+01 3.0344e+01
130.9937 3.0848e+01 2.7677e+01 3.3933e+01 2.8015e+01 3.3585e+01 3.0645e+01 3.1049e+01 2.9439e+01 3.2257e+01 3.3053e+01 2.8503e+01 3.1408e+01 2.8015e+01 3.3585e+01 3.0282e+01
131.0437 3.0785e+01 2.7621e+01 3.3863e+01 2.7958e+01 3.3516e+01 3.0582e+01 3.0986e+01 2.9379e+01 3.2191e+01 3.2986e+01 2.8444e+01 3.1343e+01 2.7958e+01 3.3516e+01 3.0221e+01
131.0937 3.0722e+01 2.7565e+01 3.3793e+01 2.7901e+01 3.3447e+01 3.0520e+01 3.0922e+01 2.9319e+01 3.2125e+01 3.2918e+01 2.8386e+01 3.1279e+01 2.7901e+01 3.3447e+01 3.0159e+01
131.1437 3.0659e+01 2.7509e+01 3.3724e+01 2.7844e+01 3.3378e+01 3.0457e+01 3.0859e+01 2.9259e+01 3.2059e+01 3.2850e+01 2.8328e+01 3.1215e+01 2.7844e+01 3.3378e+01 3.0098e+01
131.1937 3.0596e+01 2.7453e+01 3.3655e+01 2.7787e+01 3.3309e+01 3.0395e+01 3.0796e+01 2.9199e+01 3.1993e+01 3.2783e+01 2.8270e+01 3.1151e+01 2.7787e+01 3.3309e+01 3.0037e+01
131.2437 3.0534e+01 2.7397e+01 3.3585e+01 2.7731e+01 3.3241e+01 3.0333e+01 3.0733e+01 2.9140e+01 3.1928e+01 3.2716e+01 2.8212e+01 3.1087e+01 2.7731e+01 3.3241e+01 2.9975e+01
131.2938 3.0471e+01 2.7341e+01 3.3517e+01 2.7674e+01 3.3173e+01 3.0271e+01 3.0670e+01 2.9080e+01 3.1863e+01 3.2649e+01 2.8154e+01 3.1023e+01 2.7674e+01 3.3173e+01 2.9915e+01
131.3438 3.0409e+01 2.7285e+01 3.3448e+01 2.7618e+01 3.3105e+01 3.0209e+01 3.0608e+01 2.9021e+01 3.1797e+01 3.2582e+01 2.8097e+01 3.0959e+01 2.7618e+01 3.3105e+01 2.9854e+01
131.3938 3.0347e+01 2.7230e+01 3.3379e+01 2.7562e+01 3.3036e+01 3.0148e+01 3.0545e+01 2.8962e+01 3.1733e+01 3.2516e+01 2.8039e+01 3.0895e+01 2.7562e+01 3.3036e+01 2.9793e+01
131.4438 3.0285e+01 2.7175e+01 3.3310e+01 2.7506e+01 3.2969e+01 3.0086e+01 3.0483e+01 2.8902e+01 3.1668e+01 3.2449e+01 2.7982e+01 3.0832e+01 2.7506e+01 3.2969e+01 2.9733e+01
131.4938 3.0223e+01 2.7119e+01 3.3242e+01 2.7450e+01 3.2901e+01 3.0025e+01 3.0420e+01 2.8844e+01 3.1603e+01 3.2383e+01 2.7925e+01 3.0769e+01 2.7450e+01 3.2901e+01 2.9672e+01
131.5438 3.0161e+01 2.7064e+01 3.3174e+01 2.7394e+01 3.2834e+01 2.9963e+01 3.0358e+01 2.8785e+01 3.1538e+01 3.2316e+01 2.7868e+01 3.0706e+01 2.7394e+01 3.2834e+01 2.9612e+01
131.5939 3.0100e+01 2.7009e+01 3.3106e+01 2.7339e+01 3.2766e+01 2.9902e+01 3.0296e+01 2.8726e+01 3.1474e+01 3.2250e+01 2.7811e+01 3.0643e+01 2.7339e+01 3.2766e+01 2.9552e+01
131.6439 3.0038e+01 2.6955e+01 3.3038e+01 2.7283e+01 3.2699e+01 2.9841e+01 3.0235e+01 2.8668e+01 3.1410e+01 3.2184e+01 2.7754e+01 3.0580e+01 2.7283e+01 3.2699e+01 2.9492e+01
131.6939 2.9977e+01 2.6900e+01 3.2970e+01 2.7228e+01 3.2632e+01 2.9781e+01 3.0173e+01 2.8609e+01 3.1346e+01 3.2119e+01 2.7697e+01 3.0518e+01 2.7228e+01 3.2632e+01 2.9433e+01
131.7439 2.9916e+01 2.6845e+01 3.2903e+01 2.7173e+01 3.2565e+01 2.9720e+01 3.0111e+01 2.8551e+01 3.1282e+01 3.2053e+01 2.7641e+01 3.0455e+01 2.7173e+01 3.2565e+01 2.9373e+01
131.7939 2.9855e+01 2.6791e+01 3.2836e+01 2.7117e+01 3.2498e+01 2.9659e+01 3.0050e+01 2.8493e+01 3.1218e+01 3.1988e+01 2.7584e+01 3.0393e+01 2.7117e+01 3.2498e+01 2.9313e+01
131.8439 2.9794e+01 2.6737e+01 3.2768e+01 2.7062e+01 3.2432e+01 2.9599e+01 2.9989e+01 2.8435e+01 3.1154e+01 3.1922e+01 2.7528e+01 3.0331e+01 2.7062e+01 3.2432e+01 2.9254e+01
131.8940 2.9734e+01 2.6682e+01 3.2701e+01 2.7008e+01 3.2366e+01 2.9539e+01 2.9928e+01 2.8377e+01 3.1091e+01 3.1857e+01 2.7472e+01 3.0268e+01 2.7008e+01 3.2366e+01 2.9195e+01
131.9440 2.9673e+01 2.6628e+01 3.2634e+01 2.6953e+01 3.2299e+01 2.9479e+01 2.9867e+01 2.8319e+01 3.1028e+01 3.1792e+01 2.7416e+01 3.0207e+01 2.6953e+01 3.2299e+01 2.9136e+01
131.9940 2.9613e+01 2.6574e+01 3.2568e+01 2.6898e+01 3.2233e+01 2.9419e+01 2.9806e+01 2.8262e+01 3.0965e+01 3.1727e+01 2.7360e+01 3.0145e+01 2.6898e+01 3.2233e+01 2.9077e+01
132.0440 2.9553e+01 2.6521e+01 3.2501e+01 2.6844e+01 3.2167e+01 2.9359e+01 2.9745e+01 2.8204e+01 3.0902e+01 3.1663e+01 2.7305e+01 3.0083e+01 2.6844e+01 3.2167e+01 2.9018e+01
132.0940 2.9493e+01 2.6467e+01 3.2435e+01 2.6790e+01 3.2102e+01 2.9299e+01 2.9685e+01 2.8147e+01 3.0839e+01 3.1598e+01 2.7249e+01 3.0022e+01 2.6790e+01 3.2102e+01 2.8959e+01
132.1440 2.9433e+01 2.6413e+01 3.2368e+01 2.6735e+01 3.2036e+01 2.9240e+01 2.9624e+01 2.8090e+01 3.0776e+01 3.1534e+01 2.7194e+01 2.9961e+01 2.6735e+01 3.2036e+01 2.8901e+01
132.1941 2.9373e+01 2.6360e+01 3.2302e+01 2.6681e+01 3.1971e+01 2.9180e+01 2.9564e+01 2.8033e+01 3.0713e+01 3.1470e+01 2.7138e+01 2.9899e+01 2.6681e+01 3.1971e+01 2.8843e+01
132.2441 2.9313e+01 2.6307e+01 3.2236e+01 2.6627e+01 3.1905e+01 2.9121e+01 2.9504e+01 2.7976e+01 3.0651e+01 3.1406e+01 2.7083e+01 2.9838e+01 2.6627e+01 3.1905e+01 2.8784e+01
132.2941 2.9254e+01 2.6254e+01 3.2171e+01 2.6574e+01 3.1840e+01 2.9062e+01 2.9444e+01 2.7919e+01 3.0589e+01 3.1342e+01 2.7028e+01 2.9778e+01 2.6574e+01 3.1840e+01 2.8726e+01
132.3441 2.9194e+01 2.6200e+01 3.2105e+01 2.6520e+01 3.1775e+01 2.9003e+01 2.9384e+01 2.7862e+01 3.0527e+01 3.1278e+01 2.6973e+01 2.9717e+01 2.6520e+01 3.1775e+01 2.8668e+01
132.3941 2.9135e+01 2.6148e+01 3.2040e+01 2.6466e+01 3.1710e+01 2.8944e+01 2.9325e+01 2.7806e+01 3.0465e+01 3.1215e+01 2.6918e+01 2.9656e+01 2.6466e+01 3.1710e+01 2.8610e+01
132.4441 2.9076e+01 2.6095e+01 3.1974e+01 2.6413e+01 3.1646e+01 2.8886e+01 2.9265e+01 2.7750e+01 3.0403e+01 3.1151e+01 2.6864e+01 2.9596e+01 2.6413e+01 3.1646e+01 2.8553e+01
132.4942 2.9017e+01 2.6042e+01 3.1909e+01 2.6360e+01 3.1581e+01 2.8827e+01 2.9206e+01 2.7693e+01 3.0341e+01 3.1088e+01 2.6809e+01 2.9535e+01 2.6360e+01 3.1581e+01 2.8495e+01
